user_id,label,warning_dismissal_rate,risky_url_ratio,avg_risk_score_on_bypass,response_time_variance,heeded_rate,download_attempt_rate,total_events,session_count,avg_session_duration_mins,device_risk_score,peak_hour_activity
6ff11b91-7f6b-4a97-a05c-c1f1ee97aed1,negligent,1.0,0.9415134556215536,0.975526942529138,63.793225217828684,0.11181490089890664,0.5957099648363342,36.0,29,31.746157330016516,0.9047903789759748,22
0dca2f74-21d1-4aa7-bb06-98acafe3193c,cautious,0.43901344196708647,0.06561125154891097,0.010553672951852111,18.455044366224868,0.8441864505721657,0.0844514867659664,73.0,4,28.495971825921483,0.12552159030420082,17
8df5b5e7-4d59-4fc9-aa05-183f7b89651b,impulsive,0.5705072831715973,0.1767349070128216,0.7440251000608025,175.1112097914105,0.4114264307657234,0.6474759746004458,40.0,8,10.661343134179637,0.376596118114243,9
72cd40e7-2518-4862-bdce-6553eb81e039,impulsive,0.4282941029539929,0.19749187643109353,0.6282457678760633,149.7760800975523,0.11014063315342561,0.274110237544964,20.0,10,13.920022732093333,0.29162434268985227,6
e74127e2-501b-47a4-b301-9febfbc4c2a8,impulsive,0.7423366391092181,0.14571474312883778,0.7188055998936072,159.20234653877307,0.045765409347891944,0.6571731023128125,94.0,15,19.95492163948579,0.2991817031268326,5
1cad19f9-205c-4a2e-9ffa-bd4f27aff0e9,impulsive,0.5996621282093525,0.19739849837248985,0.6694025008653808,123.22201504671584,0.013866395711467215,0.31686802510978446,59.0,14,17.992925900876994,0.3260083372891279,14
118be25d-cb5a-40d1-9eb2-76913ad4cd04,impulsive,0.5794795054418033,0.21945792061590702,0.6792588659240516,95.91670162474173,0.27026345579762023,0.41939574284609893,108.0,11,16.918224885523124,0.5326153526554397,6
ba120fbb-cfdc-401c-8e69-186c4470a1c4,negligent,0.8980590972969383,0.8421108766297005,0.5948561938100254,300.33041530254957,0.02253012417533537,0.43649922660780055,25.0,15,23.55306512772424,0.8458615634969328,20
31591c77-a330-42d5-b5e2-8f8a279aa04c,cautious,0.18776702527891634,0.0,0.07597458446635472,20.577096436403973,0.8653468594571078,0.04838214627819486,67.0,2,12.50496451102112,0.05561774609824273,16
8de25d97-d551-4130-8054-944f94096d3d,impulsive,0.5748808767114013,0.3840792146264943,0.7725589902532132,257.2267618772072,0.09462157963463018,0.4738470396272754,19.0,6,8.628720591682555,0.783547732428239,15
4fa97346-4bcc-4d2c-8531-7583159de021,cautious,0.011865207090457033,0.0,0.02378974493120898,93.19219194883526,0.7478726885432005,0.2633460113263561,56.0,4,14.723478128231553,0.06140958853903268,16
abd9c10a-c6d6-4c1d-8f55-2bac6ee3eb3f,impulsive,0.8182447626643025,0.18205678042977935,0.6223042007541661,153.47311411354434,0.173803263306502,0.07725230134334245,69.0,4,11.466262043582894,0.39325106077432015,18
c9e4a2aa-7b7e-4ba8-a206-0051c531037f,impulsive,0.5744344632414105,0.3123819642277756,0.8351293697750303,62.757626588452254,0.11650228761178598,0.3771514218104565,59.0,15,7.023106569317435,0.18163155205794276,14
ce56846a-c867-4f97-acda-e1e8e0675508,cautious,0.13091371834451443,0.1305803329509888,0.045325190948576136,68.74043975156209,0.6536569921658946,0.22438293550160476,16.0,4,22.144922802090647,0.2922710713422192,13
4cf2ed2c-a2ad-4016-97e9-566b69a88349,cautious,0.04090711288891254,0.10511263559429507,0.03322958381886315,43.003423738358066,0.9133722663104883,0.0,12.0,3,12.222690444414292,0.03786641546370428,17
