user_id,label,warning_dismissal_rate,risky_url_ratio,avg_risk_score_on_bypass,response_time_variance,heeded_rate,download_attempt_rate,total_events,session_count,avg_session_duration_mins,device_risk_score,peak_hour_activity
0dca2f74-21d1-4aa7-bb06-98acafe3193c,cautious,0.43901344196708647,0.06561125154891097,0.010553672951852111,18.455044366224868,0.8441864505721657,0.0844514867659664,73.0,4,28.495971825921483,0.12552159030420082,17
31591c77-a330-42d5-b5e2-8f8a279aa04c,cautious,0.18776702527891634,0.0,0.07597458446635472,20.577096436403973,0.8653468594571078,0.04838214627819486,67.0,2,12.50496451102112,0.05561774609824273,16
4fa97346-4bcc-4d2c-8531-7583159de021,cautious,0.011865207090457033,0.0,0.02378974493120898,93.19219194883526,0.7478726885432005,0.2633460113263561,56.0,4,14.723478128231553,0.06140958853903268,16
ce56846a-c867-4f97-acda-e1e8e0675508,cautious,0.13091371834451443,0.1305803329509888,0.045325190948576136,68.74043975156209,0.6536569921658946,0.22438293550160476,16.0,4,22.144922802090647,0.2922710713422192,13
4cf2ed2c-a2ad-4016-97e9-566b69a88349,cautious,0.04090711288891254,0.10511263559429507,0.03322958381886315,43.003423738358066,0.9133722663104883,0.0,12.0,3,12.222690444414292,0.03786641546370428,17
fa658049-0810-4171-9e6c-757b04009815,cautious,0.12130441559189957,0.06444460960372371,0.25350373426474526,295.8808442019735,0.9626526912782535,0.13824406859192628,21.0,3,31.62893519125002,0.2848411878303986,8
c809f3d0-8b49-47cc-8a7a-a88baa85e219,cautious,0.12355682485568645,0.10586695213727443,0.09013744081520239,32.79571328793537,0.8543822568231099,0.16533606264630515,49.0,2,22.462114798299126,0.04341944066514176,10
b112ecfd-ba1c-467e-bd95-fdc9b008f03a,cautious,0.0,0.0706380190622654,0.1452292429991414,105.2040689872512,0.9292485251721412,0.25574572189499234,20.0,4,10.264228346807917,0.16513702547946027,12
58c69f40-bfcf-44ef-8d8f-ac2a16b21077,cautious,0.060180345610106364,0.20602036604486879,0.058593258622260815,69.91332984784431,0.9858120292862795,0.21763966232717766,13.0,5,24.101126389860937,0.11646517329753661,17
95e6dfde-b2aa-4a37-913b-13a4da178d60,cautious,0.035338975680504335,0.03528068215464136,0.05901434650813282,163.07999757288587,1.0,0.18715781956827462,31.0,3,41.77180964436456,0.11760307646891402,16
935ca131-325f-4a16-a62c-6fc9ea0f44cc,cautious,0.10494368964357452,0.2731587607339789,0.0780809276031804,114.49106887925615,0.8066320940944496,0.14427926329498536,31.0,7,30.01765074235722,0.07211417136571133,8
5934f491-580e-4d5f-8a2c-a268ce75a771,cautious,0.17331353245924713,0.0,0.11155860049789083,29.42196254668203,0.9161909164191069,0.0,65.0,3,30.73572381785112,0.01897455211894895,9
cc51b131-8ef7-4f08-8eb4-b05171153c45,cautious,0.0,0.06759990141432405,0.020213812308646092,56.900629475476535,0.6441111214385892,0.03852365046318327,21.0,4,31.587623623729613,0.23371384192468497,11
500b68c8-5398-4d77-8822-36f32d5c4dfb,cautious,0.18332174016972796,0.030464961989279477,0.17999383472674782,108.98717199257626,0.8602843372789246,0.14052177975663102,50.0,3,31.355748955839235,0.03235249807184894,9
acb524c1-9fe5-483b-933b-f03561d3d19b,cautious,0.10153026676365168,0.004426714676803237,0.0,131.57704380682006,0.8266980000336711,0.057197882835707564,75.0,4,30.157449802279633,0.09652703162565483,10
